"nb_villes","meth_decroiss_temp","amplitude","temp_init","temp_finale","nb_rep_max","alpha","resultat"
100,0,3,500,1,500,"1,453","296,9399040000"
100,0,3,500,1,1000,"1,453","279,3022798000"
100,0,3,100,1,100,"1,453","351,1422570000"
100,0,3,100,1,500,"1,453","302,5578590000"
100,0,3,100,1,1000,"1,453","261,9714188000"
100,0,3,1000,501,100,"1,453","444,0133160000"
100,0,3,1000,501,500,"1,453","431,8434050000"
100,0,3,1000,501,1000,"1,453","419,3648040000"
100,0,3,1000,901,100,"1,453","434,0434320000"
100,0,3,1000,901,500,"1,453","434,0434320000"
100,0,3,1000,901,1000,"1,453","431,5793084000"
100,0,5,1000,1,100,"1,453","379,9446652000"
100,0,5,1000,1,500,"1,453","314,8957784000"
100,0,5,1000,1,1000,"1,453","300,1367998000"
100,0,5,500,1,100,"1,453","372,0179102000"
100,0,5,500,1,500,"1,453","302,3027976000"
100,0,5,500,1,1000,"1,453","294,5200262000"
100,0,5,100,1,100,"1,453","353,7237902000"
100,0,5,100,1,500,"1,453","276,6246980000"
100,0,5,100,1,1000,"1,453","270,9910858000"
100,0,5,1000,501,100,"1,453","439,2507910000"
100,0,5,1000,501,500,"1,453","416,0792782000"
100,0,5,1000,501,1000,"1,453","419,9893848000"
100,0,5,1000,901,100,"1,453","448,3382380000"
100,0,5,1000,901,500,"1,453","424,4503280000"
100,0,5,1000,901,1000,"1,453","436,9261832000"
100,0,10,1000,1,100,"1,453","370,3772196000"
100,0,10,1000,1,500,"1,453","336,1901060000"
100,0,10,1000,1,1000,"1,453","311,4753638000"
100,0,10,500,1,100,"1,453","353,8606620000"
100,0,10,500,1,500,"1,453","320,4157218000"
100,0,10,500,1,1000,"1,453","299,7353346000"
100,0,10,100,1,100,"1,453","395,0500520000"
100,0,10,100,1,500,"1,453","310,5294936000"
100,0,10,100,1,1000,"1,453","304,9609350000"
100,0,10,1000,501,100,"1,453","436,5125870000"
100,0,10,1000,501,500,"1,453","426,2761810000"
100,0,10,1000,501,1000,"1,453","425,2467410000"
100,0,10,1000,901,100,"1,453","450,3074780000"
100,0,10,1000,901,500,"1,453","443,8600990000"
100,0,10,1000,901,1000,"1,453","431,9358020000"
100,1,1,1000,1,100,"0,99","196,7020668000"
100,1,1,1000,1,500,"0,99","189,4727792000"
100,1,1,1000,1,1000,"0,99","185,6914544000"
100,1,1,500,1,100,"0,99","190,0490752000"
100,1,1,500,1,500,"0,99","182,4030426000"
100,1,1,500,1,1000,"0,99","182,2681528000"
100,1,1,100,1,100,"0,99","202,7972490000"
100,1,1,100,1,500,"0,99","180,4219542000"
100,1,1,100,1,1000,"0,99","178,8458046000"
100,1,1,1000,501,100,"0,99","461,5639880000"
100,1,1,1000,501,500,"0,99","435,7823200000"
100,1,1,1000,501,1000,"0,99","438,5343510000"
100,1,1,1000,901,100,"0,99","466,4286940000"
100,1,1,1000,901,500,"0,99","438,5343510000"
100,1,1,1000,901,1000,"0,99","455,7265390000"
100,1,3,1000,1,100,"0,99","221,4282650000"
100,1,3,1000,1,500,"0,99","192,3597510000"
100,1,3,1000,1,1000,"0,99","187,4200580000"
100,1,3,500,1,100,"0,99","221,2851700000"
100,1,3,500,1,500,"0,99","196,0106124000"
100,1,3,500,1,1000,"0,99","186,0841652000"
100,1,3,100,1,100,"0,99","205,5714380000"
100,1,3,100,1,500,"0,99","195,4519022000"
100,1,3,100,1,1000,"0,99","192,3216978000"
100,1,3,1000,501,100,"0,99","450,5020960000"
100,1,3,1000,501,500,"0,99","445,3493312000"
100,1,3,1000,501,1000,"0,99","439,8458150000"
100,1,3,1000,901,100,"0,99","472,9473980000"
100,1,3,1000,901,500,"0,99","461,0578070000"
100,1,3,1000,901,1000,"0,99","445,8106810000"
100,1,5,1000,1,100,"0,99","230,0065054000"
100,1,5,1000,1,500,"0,99","199,8480648000"
100,1,5,1000,1,1000,"0,99","192,6971040000"
100,1,5,500,1,100,"0,99","209,4887730000"
100,1,5,500,1,500,"0,99","199,7131626000"
100,1,5,500,1,1000,"0,99","191,8285580000"
100,1,5,100,1,100,"0,99","233,7826384000"
100,1,5,100,1,500,"0,99","202,5365604000"
100,1,5,100,1,1000,"0,99","197,4961094000"
100,1,5,1000,501,100,"0,99","455,8972690000"
100,1,5,1000,501,500,"0,99","422,6920580000"
100,1,5,1000,501,1000,"0,99","436,9235320000"
100,1,5,1000,901,100,"0,99","459,8965990000"
100,1,5,1000,901,500,"0,99","440,0684270000"
100,1,5,1000,901,1000,"0,99","440,5120290000"
100,1,10,1000,1,100,"0,99","227,2994840000"
100,1,10,1000,1,500,"0,99","214,9743440000"
100,1,10,1000,1,1000,"0,99","203,3425326000"
100,1,10,500,1,100,"0,99","251,3991186000"
100,1,10,500,1,500,"0,99","204,5993354000"
100,1,10,500,1,1000,"0,99","201,6180914000"
100,1,10,100,1,100,"0,99","247,2971970000"
100,1,10,100,1,500,"0,99","198,4507088000"
100,1,10,100,1,1000,"0,99","198,1212628000"
100,1,10,1000,501,100,"0,99","438,2636160000"
100,1,10,1000,501,500,"0,99","435,1017648000"
100,1,10,1000,501,1000,"0,99","425,9585920000"
100,1,10,1000,901,100,"0,99","460,7937510000"
100,1,10,1000,901,500,"0,99","449,1208190000"
100,1,10,1000,901,1000,"0,99","441,6131060000"
